compound,date,negative,positive,source,text,tweets ago
0.0,Wed Dec 13 15:43:09 +0000 2017,0.0,0.0,@CNN,"Charles Barkley on Doug Jones' victory in Alabama: This is ""a wake-up call for Democrats... ""It's time for them to… https://t.co/nbCqreEolh",81
-0.8591,Wed Dec 13 15:34:31 +0000 2017,0.429,0.0,@CNN,Senate Minority Leader Chuck Schumer has reported a fake complaint accusing him of sexual harassment to Capitol Pol… https://t.co/tr3VvGBVpu,82
0.7184,Wed Dec 13 15:20:10 +0000 2017,0.051,0.265,@CNN,Three Florida men seen in a viral video laughing and smiling as a shark gets dragged behind a high-speed boat have… https://t.co/gSjWQFuZFd,83
0.0,Wed Dec 13 15:20:05 +0000 2017,0.0,0.0,@CNN,"It's about to be a ""Fuller House"" for John Stamos. The actor is set to become a first-time father at the age of 54.… https://t.co/6cDWoh2J8p",84
0.5799,Wed Dec 13 15:15:38 +0000 2017,0.092,0.265,@CNN,"Omarosa Manigault Newman, one of President Trump's most prominent black supporters, has resigned from her position… https://t.co/qFyYq7eC9u",85
-0.0258,Wed Dec 13 15:00:11 +0000 2017,0.12,0.115,@CNN,"Democratic Sen. Kirsten Gillibrand on President Trump's tweet: ""It was certainly just a sexist smear intended to si… https://t.co/z8Bglfm94z",86
0.5719,Wed Dec 13 14:50:06 +0000 2017,0.0,0.163,@CNN,"President Trump talks about tax reform today, a day after Democrat Doug Jones won one of Alabama's Senate seats. Fo… https://t.co/D1PiS0DJYg",87
-0.2952,Wed Dec 13 14:40:11 +0000 2017,0.145,0.0,@CNN,"President Trump wants more poor Americans to work, but many already do https://t.co/fXGCoseFMH https://t.co/dVFrr1FQSA",88
0.6597,Wed Dec 13 14:34:55 +0000 2017,0.0,0.231,@CNN,Kentucky may become the first state to effectively outlaw abortion. But the women in Appalachia would simply like b… https://t.co/ZoFpDu3NUs,89
0.0258,Wed Dec 13 14:25:26 +0000 2017,0.1,0.105,@CNN,Rep. Peter King: Steve Bannon “does not belong on the national stage. He looks like some disheveled drunk that wand… https://t.co/8gpEIEhp37,90
0.5719,Wed Dec 13 14:10:05 +0000 2017,0.0,0.236,@CNN,"Who is Doug Jones, the Democrat who just won in Alabama? https://t.co/wIPRVoDNbA https://t.co/QWpoes9dcs",91
0.296,Wed Dec 13 13:58:07 +0000 2017,0.071,0.127,@CNN,"Black voters in Alabama -- particularly black women -- voted overwhelmingly in favor of Democrat Doug Jones, accord… https://t.co/zLTOdsj5b4",92
0.3818,Wed Dec 13 13:48:56 +0000 2017,0.0,0.126,@CNN,"RT @NewDay: Rep. Steve King says Steve Bannon ""got too much credit"" for Donald Trump's election victory https://t.co/2YR4AjLz1J https://t.c…",93
0.0258,Wed Dec 13 13:39:32 +0000 2017,0.1,0.105,@CNN,Rep. Peter King: Steve Bannon “does not belong on the national stage. He looks like some disheveled drunk that wond… https://t.co/0CpcjmrMiS,94
0.0,Wed Dec 13 13:31:08 +0000 2017,0.0,0.0,@CNN,Roy Moore refuses to concede to Doug Jones in the Alabama Senate race despite President Trump congratulating Moore'… https://t.co/2AIDxZPAb5,95
0.3182,Wed Dec 13 13:20:56 +0000 2017,0.0,0.087,@CNN,"RT @NewDay: Alabama Secretary of State: ""The people of Alabama wanted to make sure their voice was heard... Judge Moore is not the victor i…",96
0.0,Wed Dec 13 13:11:21 +0000 2017,0.0,0.0,@CNN,"Alabama Secretary of State: ""I know a lot of people would say it's never over until it's over, but the margin of vi… https://t.co/uXNAKooNgP",97
0.0258,Wed Dec 13 12:48:05 +0000 2017,0.086,0.09,@CNN,Beverly Nelson: “There’s no reason for me to go and lie on television when this was the truth from day one. I inten… https://t.co/P8POCNPP5H,98
-0.8074,Wed Dec 13 12:47:49 +0000 2017,0.304,0.0,@CNN,"Beverly Nelson, who has accused Roy Moore of sexual assault when she was a teen: “Roy Moore’s loss means to me the… https://t.co/hO2zU4oWIO",99
0.0,Wed Dec 13 12:40:03 +0000 2017,0.0,0.0,@CNN,Steve Bannon's political science experiment blew up in Trump's face | via @CNNopinion https://t.co/M7fX95nMWM https://t.co/S9XJUKklFY,100
0.34,Thu Dec 14 01:50:01 +0000 2017,0.0,0.124,@CBSNews,National Security Adviser H.R. McMaster dismisses proposal floated by Secretary of State Rex Tillerson -- that the… https://t.co/1TFv9pXQjS,1
0.8001,Thu Dec 14 01:30:01 +0000 2017,0.0,0.309,@CBSNews,"On Capitol Hill, Republicans were so relieved following Doug Jones' win, ""you'd think they picked up a seat,""… https://t.co/hzekYJRY1T",2
0.0,Thu Dec 14 01:10:02 +0000 2017,0.0,0.0,@CBSNews,"U.S. embassy opening next month in London, a 12-story glass cube on the banks of the River Thames, cost more than $… https://t.co/dcuGoJ6Liq",3
-0.296,Thu Dec 14 00:50:27 +0000 2017,0.121,0.0,@CBSNews,"Three women — a former Def Jam Recordings employee, a singer and a music journalist — have accused music mogul Russ… https://t.co/m28khBnVkC",4
-0.4404,Thu Dec 14 00:34:28 +0000 2017,0.17,0.0,@CBSNews,NEW: Omarosa Manigault Newman was escorted from the White House after she protested the terms of her firing from Ch… https://t.co/k72KXPU5GR,5
0.0,Thu Dec 14 00:15:32 +0000 2017,0.0,0.0,@CBSNews,"Giant human-sized penguins, weighing around 223 pounds, once roamed the Earth https://t.co/n0GyERyzDl ? https://t.co/qZOu4eaU2o",6
0.6597,Thu Dec 14 00:00:52 +0000 2017,0.0,0.231,@CBSNews,The special relation slip between America and Britain requires a very special U.S. Embassy in London. The new one o… https://t.co/KLOsOpYUmP,7
0.0,Wed Dec 13 23:56:41 +0000 2017,0.0,0.0,@CBSNews,"CBS News has learned Chief of Staff John Kelly informed Omarosa that January 20th, the anniversary of the inaugurat… https://t.co/I4kzqFlB4x",8
-0.2732,Wed Dec 13 23:46:18 +0000 2017,0.116,0.0,@CBSNews,"Republicans say Mueller's investigation of Russian election meddling is biased against Pres. Trump, and they point… https://t.co/niDSwXxKhA",9
0.0,Wed Dec 13 23:42:35 +0000 2017,0.0,0.0,@CBSNews,"""The major takeaway for Republicans is what kind of candidates are they going to nominate in other states where the… https://t.co/mDlp6BmYn9",10
0.3818,Wed Dec 13 23:39:20 +0000 2017,0.0,0.133,@CBSNews,".@nancycordes has reaction from Capitol Hill, where Republican senators seemed relieved Roy Moore wasn't going to j… https://t.co/tvCSbuEzrS",11
0.0,Wed Dec 13 23:36:20 +0000 2017,0.0,0.0,@CBSNews,Doug Jones became the first Democrat to become Senator in Alabama in over two decades. @BojorquezCBS explains how h… https://t.co/F48JVlng6O,12
0.0,Wed Dec 13 23:22:30 +0000 2017,0.0,0.0,@CBSNews,"RT @CBSThisMorning: After our recent conversation with female leaders (https://t.co/RjvqW6b4wh), we're now talking to a group of men about…",13
0.0,Wed Dec 13 23:18:33 +0000 2017,0.0,0.0,@CBSNews,RT @CBSEveningNews: Here's a look at what's coming up tonight on the @CBSEveningNews with @JeffGlor https://t.co/SITFFNiKPv,14
0.7184,Wed Dec 13 22:59:23 +0000 2017,0.0,0.231,@CBSNews,"""There is hope and if anyone can make it, your dad can."" Former Vice President Joe Biden comforts ""The View"" co-hos… https://t.co/4MH2Kwfu0T",15
-0.6124,Wed Dec 13 22:32:03 +0000 2017,0.185,0.059,@CBSNews,"Sen. John McCain admitted to Walter Reed Hospital for ""normal side effects"" of his cancer treatments, his office sa… https://t.co/NtCKoCrlZF",16
-0.6705,Wed Dec 13 22:12:01 +0000 2017,0.257,0.0,@CBSNews,"Two people killed in shooting on Penn State Beaver campus, authorities say https://t.co/s3mTdPML31 https://t.co/6KcXmZUghO",17
0.0,Wed Dec 13 21:47:33 +0000 2017,0.0,0.0,@CBSNews,"In New York Times op-ed, Salma Hayek writes that rebuffing Harvey Weinstein's advances led to nightmare experience… https://t.co/HHs4i8Xziq",18
-0.3612,Wed Dec 13 21:28:11 +0000 2017,0.106,0.0,@CBSNews,"Doug Jones: ""Going forward, this country has a debt that we owe to women everywhere who [have] had to endure the ki… https://t.co/EXmuotvM8J",19
0.4404,Wed Dec 13 21:24:44 +0000 2017,0.0,0.127,@CBSNews,"Jones: ""This campaign has given a lot of people a reason to believe. They have a reason to hope that, you know, eve… https://t.co/vSZHKk8RO7",20
0.2732,Wed Dec 13 21:18:18 +0000 2017,0.0,0.134,@CBSNews,"""Citizens are not always looking for someone who agrees with them all of the time,"" Doug Jones says. ""They want som… https://t.co/8CW6PYu7sX",21
0.0,Wed Dec 13 21:13:49 +0000 2017,0.0,0.0,@CBSNews,Senator-elect Doug Jones says one of the first congratulatory calls he received was from current AL Sen. Luther Str… https://t.co/bgraFlJns7,22
0.4939,Wed Dec 13 21:12:09 +0000 2017,0.0,0.158,@CBSNews,"Jones: ""I have received calls from Democratic senators. I've received calls from my longtime friend Senator Shelby;… https://t.co/L5EGUwiVEd",23
-0.3818,Wed Dec 13 21:09:54 +0000 2017,0.14,0.0,@CBSNews,"NOW: Doug Jones holds press conference in Birmingham, AL after defeating Roy Moore in Senate race… https://t.co/jXwJc3526n",24
0.5859,Wed Dec 13 21:07:01 +0000 2017,0.0,0.174,@CBSNews,COMING UP: Senator-elect Doug Jones to hold press conference after Tuesday win; Jones to become first Democratic se… https://t.co/05RsPBGz9L,25
-0.5859,Wed Dec 13 20:42:40 +0000 2017,0.16,0.0,@CBSNews,Former chief prosecutor for the U.S. Air Force from 2010 to 2014 calls academy chief's response to sexual assault i… https://t.co/ea9sQcrE9P,26
0.399,Wed Dec 13 20:23:44 +0000 2017,0.0,0.118,@CBSNews,"Pres. Trump on tax reform: ""We will have very little Democratic support, probably none, and that is purely for poli… https://t.co/hVsTYsuuxr",27
0.1027,Wed Dec 13 20:04:53 +0000 2017,0.102,0.121,@CBSNews,"""As a candidate, I promised we would pass a massive tax cut for the everyday working American family...now, we are… https://t.co/wghZ7q17Uu",28
0.0258,Wed Dec 13 20:03:05 +0000 2017,0.0,0.055,@CBSNews,"COMING UP: Pres. Trump to speak about tax reform as House, Senate GOP reach deal on tax bill https://t.co/y3i5326SS5 https://t.co/u3ekg3FN5J",29
-0.0516,Wed Dec 13 19:50:01 +0000 2017,0.089,0.078,@CBSNews,"Sen. Chuck Schumer says he is ""pursuing every legal path"" against whoever circulated a forged document accusing him… https://t.co/o6APA2jPHY",30
0.6369,Wed Dec 13 19:34:21 +0000 2017,0.0,0.286,@CBSNews,NOW: Outgoing Federal Reserve Chair Janet Yellen speaks; Fed raises benchmark interest rate https://t.co/STkxUsW2ws https://t.co/Xt0kAwser5,31
0.1655,Wed Dec 13 19:30:01 +0000 2017,0.073,0.149,@CBSNews,"Crews have made increased gains on one of the biggest wildfires in California history,  but officials warn that the… https://t.co/CxaRHA3OXB",32
0.4588,Wed Dec 13 19:18:30 +0000 2017,0.0,0.143,@CBSNews,"@CBSNews MORE: The Federal Reserve is raising a key interest rate for the third time this year, signaling continued… https://t.co/quix8Ok4hR",33
0.4588,Wed Dec 13 19:06:29 +0000 2017,0.0,0.25,@CBSNews,JUST IN: Federal Reserve hikes interest rate by a quarter point,34
-0.2746,Wed Dec 13 19:00:02 +0000 2017,0.204,0.115,@CBSNews,"Deputy Attorney General Rod Rosenstein tells Congress he hasn't seen ""good cause"" to fire special counsel Robert Mu… https://t.co/nUeTwqIKF4",35
0.0,Wed Dec 13 18:49:47 +0000 2017,0.0,0.0,@CBSNews,"""The public knows about this bill. They don't know all the details but they smell what is going on and that is tax… https://t.co/IDVpl2y0XA",36
0.4404,Wed Dec 13 18:47:12 +0000 2017,0.0,0.139,@CBSNews,"""I hope [Republicans] saw that lesson last night in suburban America where people paid attention, understood the im… https://t.co/sJdbDrI0FO",37
-0.25,Wed Dec 13 18:45:37 +0000 2017,0.158,0.0,@CBSNews,"After investigating a viral video that showed a shark being dragged by a boat, officials have charged three men wit… https://t.co/d9sv5uCRGQ",38
0.0,Wed Dec 13 18:43:20 +0000 2017,0.0,0.0,@CBSNews,"WATCH LIVE: Rep. Nancy Pelosi, Sen. Chuck Schumer hold a news conference on the GOP tax plan https://t.co/T5uqoA85rO https://t.co/BYJ60fBD1x",39
0.5267,Wed Dec 13 18:30:33 +0000 2017,0.0,0.18,@CBSNews,"If it's clear Wednesday night or early Thursday, go outside -- one of 2017's top meteor showers will peak with a st… https://t.co/Sbm2AUJKea",40
0.0,Wed Dec 13 18:08:42 +0000 2017,0.0,0.0,@CBSNews,"""I will say we have to get more senators and more congressmen that are Republicans elected in '18 and then you'll s… https://t.co/GW9Lag9I77",41
0.0772,Wed Dec 13 18:06:55 +0000 2017,0.0,0.061,@CBSNews,"""They can say all they want about the last administration or even adminstrations. This country was going in the wro… https://t.co/KZo0EVyd7R",42
0.0,Wed Dec 13 18:02:21 +0000 2017,0.0,0.0,@CBSNews,"""We're very, very close to a historic legislative victory,"" President Trump says of tax plan https://t.co/1rmY8W5N63 https://t.co/9zc2MgHfxh",43
0.0,Wed Dec 13 17:57:48 +0000 2017,0.0,0.0,@CBSNews,MOMENTS AGO: President Trump speaks to reporters after meeting with House and Senate tax conferees… https://t.co/CneYsMzRWw,44
0.5574,Wed Dec 13 17:39:31 +0000 2017,0.0,0.235,@CBSNews,"House and Senate leaders have reached an agreement on the sweeping tax package, Associated Press reports… https://t.co/RzyrPmPPCw",45
0.5106,Wed Dec 13 17:24:38 +0000 2017,0.0,0.148,@CBSNews,"A strong black voter turn out, women and young people handed Doug Jones his victory for Alabama's Senate race. Here… https://t.co/opiW6GTeAi",46
0.0,Wed Dec 13 17:00:02 +0000 2017,0.0,0.0,@CBSNews,Minnesota Governor Mark Dayton announces Lt. Gov. Tina Smith as his choice to replace Al Franken in the Senate:… https://t.co/1RtVETVdC3,47
0.8316,Wed Dec 13 16:45:44 +0000 2017,0.0,0.395,@CBSNews,"Want a futuristic home? Learn how these smart devices could make your home smarter, and your chores easier. Present… https://t.co/1KaQsqRaC0",48
0.5859,Wed Dec 13 16:45:01 +0000 2017,0.0,0.174,@CBSNews,"Former Vice President Joe Biden says Doug Jones' win in Alabama ""sends a message"" to Americans amid persistent part… https://t.co/rtUyojPwlV",49
-0.5789,Wed Dec 13 16:30:01 +0000 2017,0.253,0.0,@CBSNews,"Man accused of carrying out bomb attack in NYC's subway system followed radical Muslim preacher, but appears to hav… https://t.co/rmiEC86RjR",50
0.0,Wed Dec 13 16:15:02 +0000 2017,0.0,0.0,@CBSNews,The first contingent of U.S. Marines sent back into Afghanistan's turbulent Helmand province to tackle a resurgent… https://t.co/xToy9Jj9pr,51
0.3182,Wed Dec 13 16:05:04 +0000 2017,0.0,0.108,@CBSNews,"""We recognize we have employees with political opinions. It is our responsibility to make sure those opinions do no… https://t.co/wndkBY9nu8",52
0.4019,Wed Dec 13 15:57:41 +0000 2017,0.0,0.153,@CBSNews,"""I'm not aware of any impropriety "" in the special counsel's investigation, Deputy AG Rosenstein says… https://t.co/HlyOIuaAY5",53
0.4939,Wed Dec 13 15:45:38 +0000 2017,0.104,0.243,@CBSNews,"Rep. Nadler: Have you seen good cause to fire special counsel Robert Mueller?
Deputy AG Rosenstein: ""No.""… https://t.co/aXOSGfGT5L",54
0.2023,Wed Dec 13 15:45:01 +0000 2017,0.0,0.083,@CBSNews,"Sea ice melting at the fastest pace in 1,500 years at the top of the world, Arctic Report Card finds:… https://t.co/DGWBo3DnEW",55
0.0,Wed Dec 13 15:44:00 +0000 2017,0.0,0.0,@CBSNews,Rep. Nadler: Has the DOJ conducted an initial assessment review of evidence related to James Comey's handling of Hi… https://t.co/DMS8geF1qq,56
0.0,Wed Dec 13 15:34:17 +0000 2017,0.0,0.0,@CBSNews,"""The that memo you're familiar with that I provided reflects my personal opinion. It's not an official finding of m… https://t.co/SiPQXhgzJ1",57
-0.0516,Wed Dec 13 15:30:33 +0000 2017,0.07,0.0,@CBSNews,"Omarosa Manigault Newman, White House official and former ""Apprentice"" star, plans to leave the Trump administratio… https://t.co/qa8CcXHAGj",58
0.0,Wed Dec 13 15:12:54 +0000 2017,0.0,0.0,@CBSNews,WATCH LIVE: Deputy Attorney General Rod Rosenstein is testifying before the House Judiciary Committee for an oversi… https://t.co/8Znm3CYCKX,59
0.6962,Wed Dec 13 14:48:50 +0000 2017,0.0,0.277,@CBSNews,"JUST IN: Omarosa Manigault Newman, one of President Trump’s most prominent African-American supporters, plans to le… https://t.co/a2xXIQTrq7",60
0.0,Wed Dec 13 14:45:57 +0000 2017,0.0,0.0,@CBSNews,"""2020's coming. How will you be serving your time?"" Former Vice President Joe Biden answers questions on prospects… https://t.co/oXOJHi53rO",61
0.0,Wed Dec 13 14:31:01 +0000 2017,0.0,0.0,@CBSNews,"RT @CBSThisMorning: Here's our full conversation with @JoeBiden on the victory in Alabama, thoughts on Trump administration and 2020 run?…",62
0.4865,Wed Dec 13 14:30:31 +0000 2017,0.0,0.136,@CBSNews,"""I've never met any president that has more character, more integrity and more backbone than this guy does. It was… https://t.co/TeDEYTHrxH",63
0.0,Wed Dec 13 14:27:31 +0000 2017,0.0,0.0,@CBSNews,AHEAD: Deputy Attorney General Rod Rosenstein is testifying before the House Judiciary Committee for an oversight h… https://t.co/ZhNqL1muuN,64
-0.0005,Wed Dec 13 14:15:38 +0000 2017,0.126,0.126,@CBSNews,"""The divisiveness was caused within the Republican Party ... [Senate Republicans] are not comfortable in this terri… https://t.co/NLgZ86R8Uk",65
-0.5267,Wed Dec 13 14:10:31 +0000 2017,0.152,0.0,@CBSNews,"RT @CBSThisMorning: When President Trump tweets that Sen. Gillibrand “would do anything,” how did you take that?

“It's disgusting. I never…",66
0.296,Wed Dec 13 14:00:04 +0000 2017,0.0,0.128,@CBSNews,"Prince Harry's fiancee, Meghan Markle, is set to join Britain's royal family for Christmas: https://t.co/Kwjy0tgAk8 https://t.co/RRff1LqoLL",67
0.0,Wed Dec 13 13:51:23 +0000 2017,0.0,0.0,@CBSNews,RT @CBSThisMorning: We now have 100 congressional Democrats calling on to investigate President Trump's alleged sexual misconduct. Do you t…,68
0.0,Wed Dec 13 13:47:55 +0000 2017,0.0,0.0,@CBSNews,Sir James Dyson is the founder and chief engineer at @Dyson joins @CBSThisMorning: https://t.co/2VVVDh4ztb,69
0.6249,Wed Dec 13 13:47:07 +0000 2017,0.0,0.231,@CBSNews,Dyson is a company known for its bold designs and unique reinventions of common household products like the world's… https://t.co/eHUMemvcAk,70
0.0,Wed Dec 13 13:37:35 +0000 2017,0.0,0.0,@CBSNews,RT @CBSThisMorning: Former Vice President @JoeBiden on Trump administration: I do think they're doing a decent job at the @UN with regard t…,71
0.4404,Wed Dec 13 13:36:10 +0000 2017,0.098,0.221,@CBSNews,"Former Vice President @JoeBiden discusses his new book, ""Promise Me, Dad: A Year of Hope, Hardship, and Purpose” on… https://t.co/VsfU2tYTZB",72
0.0,Wed Dec 13 13:32:18 +0000 2017,0.0,0.0,@CBSNews,"“If I got offered the job this moment by the Lord Almighty, I’d say ‘no,’” @JoeBiden says on running for president,… https://t.co/hsfcf3XFBd",73
0.5574,Wed Dec 13 13:29:27 +0000 2017,0.0,0.161,@CBSNews,"“I kid him and say ‘I don’t know how you have so much time to play golf,’ -- it’s a joke because he always calls to… https://t.co/mss6buTZST",74
0.0,Wed Dec 13 13:26:44 +0000 2017,0.0,0.0,@CBSNews,".@NorahODonnell: When @POTUS tweets that Sen. Gillibrand would do anything for a campaign contribution, what do you… https://t.co/LJ4juY8Tei",75
0.2732,Wed Dec 13 13:25:06 +0000 2017,0.095,0.133,@CBSNews,RT @CBSThisMorning: WATCH: Former VP @JoeBiden on Doug Jones win: “It sends a message that not only did they reject all of [Roy Moore] stoo…,76
0.3612,Wed Dec 13 13:22:02 +0000 2017,0.0,0.102,@CBSNews,"“Last night, instead of taking the victory lap like a lot of Democrats may have wanted him to do, and say ‘wow, thi… https://t.co/LPSLa8kIH8",77
-0.1531,Wed Dec 13 13:20:01 +0000 2017,0.096,0.0,@CBSNews,"Mother who relies on CHIP for her children speaks out as funding deadline looms
https://t.co/swiz9P7T4Q https://t.co/o2oHJVHFHW",78
-0.4019,Wed Dec 13 13:19:03 +0000 2017,0.109,0.0,@CBSNews,"“It sends a message that not only did they reject all of what [Roy Moore] stood for, in terms of his attitude towar… https://t.co/GFziohtRib",79
-0.9432,Wed Dec 13 13:16:34 +0000 2017,0.455,0.0,@CBSNews,"Former VP Joe Biden’s son, Beau, died more than two years ago after a battle with brain cancer. The tragedy came as… https://t.co/oQrUl5ipDa",80
0.0,Wed Dec 13 13:11:13 +0000 2017,0.0,0.0,@CBSNews,RT @CBSThisMorning: Former Vice President @JoeBiden is in Studio 57. He joins us live next on CBS. https://t.co/TLIZr076Ux,81
0.3182,Wed Dec 13 13:09:46 +0000 2017,0.0,0.103,@CBSNews,AHEAD on @CBSThisMorning: Former Vice President Joe Biden is in Studio 57. He’ll talk about the promise he made to… https://t.co/HLx5DlNZjn,82
-0.34,Wed Dec 13 13:07:49 +0000 2017,0.138,0.0,@CBSNews,Government climate scientists are sounding the alarm about profound and historic change in the Arctic https://t.co/ZnSIldV7hr,83
-0.9246,Wed Dec 13 13:06:33 +0000 2017,0.456,0.0,@CBSNews,The suspect facing federal terrorism charges for the attempted suicide bombing in New York City is expected to make… https://t.co/YlgIqBJIiD,84
0.0,Wed Dec 13 13:05:10 +0000 2017,0.0,0.0,@CBSNews,An Alabama Democrat is heading to the U.S. Senate for the first time in more two decades. Doug Jones beat Republica… https://t.co/r5AR4rquP5,85
0.0,Wed Dec 13 13:00:02 +0000 2017,0.0,0.0,@CBSNews,Minnesota Gov. Mark Dayton is set to reveal his choice Wednesday to replace Al Franken in the U.S. Senate:… https://t.co/r1NngvoPwi,86
0.0,Wed Dec 13 12:52:58 +0000 2017,0.0,0.0,@CBSNews,Here’s a look at some of this morning’s other headlines on @CBSThisMorning https://t.co/rUHabYNNZB,87
0.0,Wed Dec 13 12:46:59 +0000 2017,0.0,0.0,@CBSNews,COMING UP on @CBSThisMorning: Former Vice President Joe Biden is Studio 57 https://t.co/kwxR9711f2,88
0.0,Wed Dec 13 12:44:56 +0000 2017,0.0,0.0,@CBSNews,"Federal funding for the Children's Health Insurance Program, or CHIP, expired in September. CHIP covers nearly nine… https://t.co/cqHJimYuGJ",89
0.0,Wed Dec 13 12:41:11 +0000 2017,0.0,0.0,@CBSNews,"“The reality is, when women come forward and report at the [Air Force] academy, they’re putting their career at per… https://t.co/VLw4Jh7war",90
-0.2755,Wed Dec 13 12:41:09 +0000 2017,0.095,0.0,@CBSNews,"Lawmakers cannot agree on how to fund the Children’s Health Insurance Program, and it’s money could run out soon in… https://t.co/MvtDR75Y3U",91
0.0258,Wed Dec 13 12:40:01 +0000 2017,0.117,0.121,@CBSNews,"Following a major upset in the Alabama special election, President Trump suggests he knew GOP candidate Judge Roy M… https://t.co/CsvCUKLzrg",92
0.0,Wed Dec 13 12:37:42 +0000 2017,0.0,0.0,@CBSNews,“The Air Forces’ own numbers show the last academic year: 11.2% of all women cadets were sexual assaulted...47% wer… https://t.co/hTliC4ofO7,93
0.0,Wed Dec 13 12:35:09 +0000 2017,0.0,0.0,@CBSNews,Retired Colonel Don Christensen served as chief prosecutor for the U.S. Air Force from 2010 to 2014. He's now presi… https://t.co/cIxzZNlDhD,94
-0.5859,Wed Dec 13 12:34:01 +0000 2017,0.174,0.0,@CBSNews,"In a @CBSThisMorning investigation, we are looking into the way sexual assault were handled at the Air Force Academ… https://t.co/kgHHe8Yf1J",95
0.7351,Wed Dec 13 12:32:45 +0000 2017,0.0,0.22,@CBSNews,"Here are three things you need to know this morning:
1?? How Doug Jones won
2?? U.S. ready to talk to North Korea… https://t.co/ILJncCcqjo",96
0.4019,Wed Dec 13 12:24:23 +0000 2017,0.0,0.119,@CBSNews,"RT @CBSThisMorning: “This is one of the most Republican states in the country. Democrats have outperformed this year, in special elections,…",97
0.0,Wed Dec 13 12:21:11 +0000 2017,0.0,0.0,@CBSNews,"If Congress does not act, funding for the Children’s Health Insurance Program will run out soon. Ahead on… https://t.co/TTGxyYsEUN",98
-0.4588,Wed Dec 13 12:20:01 +0000 2017,0.176,0.0,@CBSNews,FBI agent Peter Strzok's texts with Lisa Page disparage Donald Trump throughout campaign: https://t.co/UAiSWGB6do https://t.co/5NeEus60Wz,99
-0.6705,Wed Dec 13 12:18:37 +0000 2017,0.184,0.0,@CBSNews,"The widow of Daniel Shaver, a man killed by an Arizona police officer, is speaking out after the officer was found… https://t.co/2yq6rDBOgZ",100
0.8955,Thu Dec 14 02:01:21 +0000 2017,0.0,0.403,@BBCWorld,"RT @BBCNewsAsia: India's oldest chimpanzee is gearing up for a grand birthday bash in Delhi! 

Happy birthday, lovely Rita: https://t.co/bo…",1
0.0,Thu Dec 14 00:38:33 +0000 2017,0.0,0.0,@BBCWorld,Split Sanaa https://t.co/miWDmbaAFb,2
0.6369,Thu Dec 14 00:19:39 +0000 2017,0.0,0.512,@BBCWorld,Love in North Korea https://t.co/ShOEjFSWIO,3
0.0,Thu Dec 14 00:15:55 +0000 2017,0.0,0.0,@BBCWorld,'The blood is speaking' https://t.co/3wpatEtVpY,4
0.0,Wed Dec 13 23:03:23 +0000 2017,0.0,0.0,@BBCWorld,"Swiss church bells can chime again at night, says court https://t.co/fh8Kx7gke9",5
-0.0258,Wed Dec 13 22:59:24 +0000 2017,0.099,0.0,@BBCWorld,Ecuador VP Jorge Glas sentenced for corruption in Odebrecht case https://t.co/mfwspmhHIn,6
-0.8271,Wed Dec 13 22:42:39 +0000 2017,0.461,0.0,@BBCWorld,Harvey Weinstein: Salma Hayek alleges he threatened to kill her https://t.co/pGI6ljpFi8,7
-0.8402,Wed Dec 13 22:18:12 +0000 2017,0.471,0.0,@BBCWorld,Militiamen jailed in DR Congo's Kavumu for raping 40 children https://t.co/OBTR3zInw2,8
0.0,Wed Dec 13 22:10:44 +0000 2017,0.0,0.0,@BBCWorld,"RT @BBCSport: Chris Froome says his legacy will not be tainted after returning an ""adverse"" drugs test at the Vuelta a Espana.

Read more:…",9
0.0,Wed Dec 13 21:57:11 +0000 2017,0.0,0.0,@BBCWorld,'They sold me three times' https://t.co/PauFQd9Xiv,10
0.0,Wed Dec 13 21:40:57 +0000 2017,0.0,0.0,@BBCWorld,Dramatic end to Los Angeles car chase https://t.co/u4cZ7NGvYw,11
0.0,Wed Dec 13 21:13:25 +0000 2017,0.0,0.0,@BBCWorld,Beware when rescuing baby elephants https://t.co/P8qu70nlxG,12
-0.7906,Wed Dec 13 20:41:48 +0000 2017,0.438,0.0,@BBCWorld,Polygamist sect leader Jeff Warrens jailed for food fraud scheme https://t.co/cqpEwqagfV,13
0.4588,Wed Dec 13 19:12:26 +0000 2017,0.0,0.3,@BBCWorld,US Federal Reserve raises interest rates again https://t.co/Qa5xYqukwY,14
0.0,Wed Dec 13 18:50:38 +0000 2017,0.0,0.0,@BBCWorld,"RT @BBC_HaveYourSay: A London cycle lane had more than just cyclists during this morning's rush hour ? ??
https://t.co/gJRb1HSKVh",15
0.2682,Wed Dec 13 18:49:54 +0000 2017,0.0,0.206,@BBCWorld,Record attempt for most people playing single piano https://t.co/CH6MhN6vQ6,16
0.0,Wed Dec 13 18:37:27 +0000 2017,0.0,0.0,@BBCWorld,Nuclear flashback https://t.co/q3UgDs3Ujm,17
0.0,Wed Dec 13 18:33:23 +0000 2017,0.0,0.0,@BBCWorld,The one-year-old who snowboards in US https://t.co/7GSvY1BOsn,18
-0.3182,Wed Dec 13 18:18:52 +0000 2017,0.204,0.0,@BBCWorld,Alabama election: Trump says Senate loss proves him right https://t.co/OIF5ERqMcA,19
0.0,Wed Dec 13 18:11:15 +0000 2017,0.0,0.0,@BBCWorld,"'Homeless' man found €300,000 in Paris airport https://t.co/QyV6ScHuFt",20
